Reporting Area,MMWR Year,MMWR Week,"Spotted fever rickettsiosis, Confirmed, Current week","Spotted fever rickettsiosis, Confirmed, Current week, flag ","Spotted fever rickettsiosis, Confirmed, Previous 52 weeks Max†","Spotted fever rickettsiosis, Confirmed, Previous 52 weeks Max†, flag","Spotted fever rickettsiosis, Confirmed, Cum 2019†","Spotted fever rickettsiosis, Confirmed, Cum 2019†, flag","Spotted fever rickettsiosis, Confirmed, Cum 2018†","Spotted fever rickettsiosis, Confirmed, Cum 2018†, flag","Spotted fever rickettsiosis, Probable, Current week","Spotted fever rickettsiosis, Probable, Current week, flag","Spotted fever rickettsiosis, Probable, Previous 52 weeks Max†","Spotted fever rickettsiosis, Probable, Previous 52 weeks Max†, flag","Spotted fever rickettsiosis, Probable,  Cum 2019†","Spotted fever rickettsiosis, Probable,  Cum 2019†, flag","Spotted fever rickettsiosis, Probable,  Cum 2018†","Spotted fever rickettsiosis, Probable, Cum 2018†, flag","Smallpox, Current week","Smallpox, Current week, flag ","Smallpox, Previous 52 weeks Max†","Smallpox, Previous 52 weeks Max†, flag","Smallpox, Confirmed, Cum 2019†","Smallpox, Cum 2019†, flag","Smallpox, Cum 2018†","Smallpox, Cum 2018†, flag",Location 1,Location 2
OHIO,2019,17,,-,1,,,-,1,,,-,5,,2,,5,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
VERMONT,2019,17,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
MINNESOTA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
PENNSYLVANIA,2019,17,,-,1,,,-,,-,,-,4,,3,,3,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
VIRGINIA,2019,17,,-,1,,,-,,-,3,,32,,22,,22,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
ARKANSAS,2019,17,,-,1,,,-,1,,12,,63,,75,,91,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
AMERICAN SAMOA,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
US TERRITORIES,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
ALASKA,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
DELAWARE,2019,17,,-,0,,,-,,-,,-,6,,6,,6,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
NEW MEXICO,2019,17,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
TOTAL,2019,17,2,,9,,8,,19,,21,,282,,290,,514,,,-,0,,,-,,-,,TOTAL
TENNESSEE,2019,17,,-,1,,,-,,-,,-,49,,13,,31,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
GUAM,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WASHINGTON,2019,17,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
OKLAHOMA,2019,17,,-,2,,,-,1,,,-,19,,,-,2,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
ALABAMA,2019,17,,-,2,,1,,,-,3,,37,,63,,90,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
WYOMING,2019,17,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
KANSAS,2019,17,,-,2,,,-,,-,,-,16,,6,,8,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
MAINE,2019,17,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
NEW HAMPSHIRE,2019,17,,-,0,,,-,,-,,-,2,,1,,2,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
EAST SOUTH CENTRAL,2019,17,,-,2,,1,,,-,3,,92,,90,,155,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
MASSACHUSETTS,2019,17,,-,0,,,-,,-,,-,4,,,-,4,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
CONNECTICUT,2019,17,,-,0,,,-,,-,,-,3,,2,,3,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
WISCONSIN,2019,17,,-,1,,,-,1,,,-,4,,,-,2,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
WEST SOUTH CENTRAL,2019,17,,-,2,,,-,3,,12,,66,,76,,111,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
U.S. VIRGIN ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MICHIGAN,2019,17,,-,1,,,-,1,,,-,2,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",
COLORADO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",
LOUISIANA,2019,17,,-,0,,,-,,-,,-,4,,1,,2,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
US RESIDENTS,2019,17,2,,9,,8,,19,,21,,282,,290,,514,,,-,0,,,-,,-,,US RESIDENTS
SOUTH DAKOTA,2019,17,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
HAWAII,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
MOUNTAIN,2019,17,,-,2,,,-,8,,,-,7,,4,,17,,,-,0,,,-,,-,,MOUNTAIN
TEXAS,2019,17,,-,1,,,-,1,,,-,5,,,-,16,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
IDAHO,2019,17,,-,0,,,-,1,,,-,1,,4,,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
MONTANA,2019,17,,-,0,,,-,2,,,-,4,,,-,2,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
MIDDLE ATLANTIC,2019,17,1,,1,,3,,3,,1,,14,,21,,23,,,-,0,,,-,,-,,MIDDLE ATLANTIC
NEW YORK CITY,2019,17,,-,1,,,-,3,,,-,1,,,-,2,,,-,0,,,-,,-,,NEW YORK CITY
RHODE ISLAND,2019,17,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
NEW ENGLAND,2019,17,,-,0,,,-,,-,,-,7,,3,,14,,,-,0,,,-,,-,,NEW ENGLAND
GEORGIA,2019,17,,-,1,,,-,,-,,-,4,,4,,10,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
WEST VIRGINIA,2019,17,,-,1,,,-,,-,,-,3,,1,,2,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
NEVADA,2019,17,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
DISTRICT OF COLUMBIA,2019,17,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
EAST NORTH CENTRAL,2019,17,,-,2,,,-,3,,,-,24,,5,,32,,,-,0,,,-,,-,,EAST NORTH CENTRAL
ILLINOIS,2019,17,,-,1,,,-,,-,,-,10,,3,,20,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",
OREGON,2019,17,,-,0,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",
NON-US RESIDENTS,2019,17,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
KENTUCKY,2019,17,,-,1,,,-,,-,,-,18,,,-,17,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
IOWA,2019,17,,-,1,,,-,,-,,-,2,,1,,5,,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
MISSOURI,2019,17,,-,3,,,-,,-,,-,47,,7,,21,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",
FLORIDA,2019,17,,-,1,,,-,,-,1,,3,,9,,6,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",
SOUTH CAROLINA,2019,17,,-,1,,,-,,-,,-,6,,2,,16,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
UTAH,2019,17,,-,1,,,-,,-,,-,2,,,-,4,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
NORTH DAKOTA,2019,17,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
PUERTO RICO,2019,17,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MISSISSIPPI,2019,17,,-,1,,,-,,-,,-,11,,14,,17,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
NORTH CAROLINA,2019,17,,-,2,,1,,1,,,-,28,,24,,53,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
NEBRASKA,2019,17,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
ARIZONA,2019,17,,-,2,,,-,5,,,-,3,,,-,8,,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",
MARYLAND,2019,17,1,,1,,3,,,-,1,,6,,7,,7,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
NEW JERSEY,2019,17,,-,1,,,-,,-,,-,9,,12,,17,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",
CALIFORNIA,2019,17,,-,0,,,-,1,,,-,2,,1,,3,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
NEW YORK,2019,17,1,,1,,3,,,-,1,,12,,6,,1,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
SOUTH ATLANTIC,2019,17,1,,3,,4,,1,,5,,69,,75,,122,,,-,0,,,-,,-,,SOUTH ATLANTIC
WEST NORTH CENTRAL,2019,17,,-,3,,,-,,-,,-,60,,14,,34,,,-,0,,,-,,-,,WEST NORTH CENTRAL
INDIANA,2019,17,,-,1,,,-,,-,,-,6,,,-,5,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
KANSAS,2019,18,,-,2,,,-,,-,,-,16,,10,,13,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
NEW YORK,2019,18,1,,1,,4,,,-,,-,12,,6,,1,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
ALABAMA,2019,18,,-,2,,1,,,-,,-,37,,69,,98,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
MARYLAND,2019,18,,-,1,,3,,,-,,-,6,,9,,7,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
INDIANA,2019,18,,-,1,,,-,,-,,-,6,,,-,8,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
SOUTH DAKOTA,2019,18,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
MASSACHUSETTS,2019,18,,-,0,,,-,,-,,-,4,,,-,6,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
WISCONSIN,2019,18,,-,1,,,-,1,,,-,4,,,-,3,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
HAWAII,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
EAST SOUTH CENTRAL,2019,18,,-,2,,1,,,-,2,,92,,103,,179,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
TOTAL,2019,18,1,,9,,9,,21,,14,,281,,345,,601,,,-,0,,,-,,-,,TOTAL
NORTHERN MARIANA ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW JERSEY,2019,18,,-,1,,,-,,-,,-,9,,14,,21,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",
OHIO,2019,18,,-,1,,,-,1,,,-,5,,2,,6,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
ALASKA,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
MICHIGAN,2019,18,,-,1,,,-,1,,,-,2,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",
ILLINOIS,2019,18,,-,1,,,-,,-,,-,10,,3,,27,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",
NEW MEXICO,2019,18,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
PUERTO RICO,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH ATLANTIC,2019,18,,-,3,,4,,1,,1,,66,,84,,133,,,-,0,,,-,,-,,SOUTH ATLANTIC
PACIFIC,2019,18,,-,0,,,-,1,,,-,3,,1,,6,,,-,0,,,-,,-,,PACIFIC
IDAHO,2019,18,,-,0,,,-,1,,,-,1,,4,,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
LOUISIANA,2019,18,,-,0,,,-,,-,,-,4,,1,,2,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
U.S. VIRGIN ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KENTUCKY,2019,18,,-,1,,,-,,-,,-,18,,,-,20,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
NEBRASKA,2019,18,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
WEST VIRGINIA,2019,18,,-,1,,,-,,-,,-,3,,1,,2,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
WYOMING,2019,18,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
NEVADA,2019,18,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
DISTRICT OF COLUMBIA,2019,18,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
EAST NORTH CENTRAL,2019,18,,-,2,,,-,3,,,-,24,,5,,44,,,-,0,,,-,,-,,EAST NORTH CENTRAL
MISSISSIPPI,2019,18,,-,1,,,-,,-,,-,11,,15,,20,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
NEW YORK CITY,2019,18,,-,1,,,-,4,,,-,1,,,-,2,,,-,0,,,-,,-,,NEW YORK CITY
TENNESSEE,2019,18,,-,1,,,-,,-,2,,49,,19,,41,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
SOUTH CAROLINA,2019,18,,-,1,,,-,,-,1,,6,,4,,17,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
GUAM,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MOUNTAIN,2019,18,,-,2,,,-,8,,,-,7,,7,,17,,,-,0,,,-,,-,,MOUNTAIN
ARKANSAS,2019,18,,-,1,,,-,1,,10,,63,,94,,110,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
GEORGIA,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
UTAH,2019,18,,-,1,,,-,,-,,-,1,,,-,4,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
US RESIDENTS,2019,18,1,,9,,9,,21,,14,,281,,345,,601,,,-,0,,,-,,-,,US RESIDENTS
NORTH DAKOTA,2019,18,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
ARIZONA,2019,18,,-,2,,,-,5,,,-,3,,3,,8,,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",
OREGON,2019,18,,-,0,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",
DELAWARE,2019,18,,-,0,,,-,,-,,-,6,,6,,6,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
RHODE ISLAND,2019,18,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
MISSOURI,2019,18,,-,3,,,-,1,,1,,47,,13,,27,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",
PENNSYLVANIA,2019,18,,-,1,,,-,,-,,-,4,,3,,4,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
VERMONT,2019,18,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
WEST SOUTH CENTRAL,2019,18,,-,2,,,-,3,,10,,66,,95,,130,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
AMERICAN SAMOA,2019,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
FLORIDA,2019,18,,-,1,,,-,,-,,-,3,,9,,6,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",
VIRGINIA,2019,18,,-,1,,,-,,-,,-,32,,24,,26,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
NON-US RESIDENTS,2019,18,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
OKLAHOMA,2019,18,,-,2,,,-,1,,,-,19,,,-,2,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
NORTH CAROLINA,2019,18,,-,2,,1,,1,,,-,28,,31,,69,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
MAINE,2019,18,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
IOWA,2019,18,,-,1,,,-,,-,,-,2,,1,,6,,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
CONNECTICUT,2019,18,,-,0,,,-,,-,,-,3,,2,,5,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
MIDDLE ATLANTIC,2019,18,1,,1,,4,,4,,,-,14,,23,,28,,,-,0,,,-,,-,,MIDDLE ATLANTIC
WEST NORTH CENTRAL,2019,18,,-,3,,,-,1,,1,,60,,24,,46,,,-,0,,,-,,-,,WEST NORTH CENTRAL
MINNESOTA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
MONTANA,2019,18,,-,0,,,-,2,,,-,4,,,-,2,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
NEW ENGLAND,2019,18,,-,0,,,-,,-,,-,7,,3,,18,,,-,0,,,-,,-,,NEW ENGLAND
TEXAS,2019,18,,-,1,,,-,1,,,-,5,,,-,16,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
WASHINGTON,2019,18,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
US TERRITORIES,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
COLORADO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",
CALIFORNIA,2019,18,,-,0,,,-,1,,,-,2,,,-,3,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
NEW HAMPSHIRE,2019,18,,-,0,,,-,,-,,-,2,,1,,2,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
PENNSYLVANIA,2019,19,,-,1,,,-,,-,,-,4,,2,,5,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
VIRGINIA,2019,19,,-,1,,,-,,-,4,,32,,30,,33,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
AMERICAN SAMOA,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
MAINE,2019,19,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
NORTHERN MARIANA ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
GEORGIA,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
RHODE ISLAND,2019,19,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
SOUTH ATLANTIC,2019,19,,-,3,,5,,1,,8,,66,,101,,154,,,-,0,,,-,,-,,SOUTH ATLANTIC
DELAWARE,2019,19,,-,0,,,-,,-,,-,6,,6,,7,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
NORTH DAKOTA,2019,19,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
NORTH CAROLINA,2019,19,,-,2,,2,,1,,,-,28,,37,,78,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
WEST SOUTH CENTRAL,2019,19,,-,2,,,-,3,,4,,66,,100,,162,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
NEW MEXICO,2019,19,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
WASHINGTON,2019,19,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
KANSAS,2019,19,,-,2,,,-,,-,,-,16,,11,,22,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
NEW YORK CITY,2019,19,,-,1,,,-,4,,,-,1,,,-,2,,,-,0,,,-,,-,,NEW YORK CITY
PACIFIC,2019,19,,-,0,,,-,1,,,-,3,,1,,7,,,-,0,,,-,,-,,PACIFIC
NEW YORK,2019,19,1,,1,,5,,,-,1,,12,,7,,1,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
NEW HAMPSHIRE,2019,19,,-,0,,,-,,-,,-,2,,1,,2,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
MASSACHUSETTS,2019,19,,-,0,,,-,,-,,-,4,,,-,6,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
TENNESSEE,2019,19,,-,1,,,-,,-,2,,49,,23,,52,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
DISTRICT OF COLUMBIA,2019,19,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
OKLAHOMA,2019,19,,-,2,,,-,1,,,-,19,,,-,2,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
ALASKA,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
UTAH,2019,19,,-,1,,,-,,-,,-,1,,,-,4,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
VERMONT,2019,19,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
INDIANA,2019,19,,-,1,,,-,,-,,-,6,,,-,10,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
MOUNTAIN,2019,19,2,,2,,2,,8,,1,,7,,8,,18,,,-,0,,,-,,-,,MOUNTAIN
WYOMING,2019,19,,-,1,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
COLORADO,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",
NEVADA,2019,19,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
TEXAS,2019,19,,-,1,,,-,1,,,-,5,,,-,17,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
PUERTO RICO,2019,19,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WEST NORTH CENTRAL,2019,19,,-,3,,,-,1,,1,,60,,28,,67,,,-,0,,,-,,-,,WEST NORTH CENTRAL
LOUISIANA,2019,19,,-,0,,,-,,-,,-,4,,1,,2,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
NON-US RESIDENTS,2019,19,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
US TERRITORIES,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
ARKANSAS,2019,19,,-,1,,,-,1,,4,,63,,99,,141,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
WEST VIRGINIA,2019,19,,-,1,,,-,,-,,-,3,,1,,2,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
CALIFORNIA,2019,19,,-,0,,,-,1,,,-,2,,,-,4,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
SOUTH CAROLINA,2019,19,,-,1,,,-,,-,,-,6,,4,,17,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
IDAHO,2019,19,1,,0,,1,,1,,1,,1,,5,,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
ALABAMA,2019,19,,-,2,,1,,,-,,-,37,,78,,113,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
OREGON,2019,19,,-,0,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",
OHIO,2019,19,,-,1,,,-,1,,,-,5,,3,,6,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
SOUTH DAKOTA,2019,19,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
NEBRASKA,2019,19,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
TOTAL,2019,19,3,,9,,13,,21,,17,,281,,386,,730,,,-,0,,,-,,-,,TOTAL
